transaction_id,block,floor,saleable_area_sqft,age_at_sale,sale_date,price_hkd,adjusted_price_hkd
531,28,27,688,38,2023-02-27,8700000,7603900
532,28,26,688,40,2025-03-28,7530000,8112039
533,28,24,688,39,2024-04-18,8080000,7881291
534,28,23,688,38,2023-09-25,7790000,7395047
535,28,23,688,38,2023-03-07,9168000,8043939
536,28,21,688,36,2021-01-21,9920000,8124580
537,28,20,688,37,2022-09-27,9938000,8620788
538,28,19,688,36,2021-08-03,9980000,7923086
539,28,19,688,39,2024-01-30,7800000,7581725
540,28,15,688,41,2026-02-24,6980000,6764401
541,28,10,688,35,2020-08-07,9680000,7999462
542,28,9,688,40,2025-11-13,7720000,7722755
543,28,8,688,36,2021-07-12,10000000,7801504
544,28,6,688,41,2026-03-20,7730000,7353608
545,28,3,688,36,2021-02-17,9068000,7330339
